id,gender,age,topic,sign,grupo_edad,Freq,cluster,embd_x_coord,embd_y_coord,embd_z_coord
2059027,male,15,Student,Leo,A,4,13,0.3057943485183352,0.3111819589606419,-0.1497230923764258
3581210,male,33,InvestmentBanking,Aquarius,C,70,11,-0.3229224275862541,-0.22007779865056185,-0.45412093252779495
3539003,female,14,indUnk,Aries,A,21,7,0.6488717012098417,0.001035204439929361,-0.05804660144673251
4172416,female,25,indUnk,Capricorn,B,2,4,0.051146787410775475,0.6839548776918235,-0.010875386471481825
3668238,female,17,Student,Gemini,A,10,0,-0.12562809485462098,-0.045184019116200576,-0.029321991137991613
4030905,female,17,Student,Aries,A,25,9,-0.09152952211942231,0.007780409262970827,0.14414019447697518
4198080,female,23,indUnk,Aquarius,B,1,8,-0.6280970420879659,-0.6311507218804631,-0.30700574905678385
3705830,male,25,Non-Profit,Cancer,B,46,0,-0.11017200482395313,-0.03380751845123349,0.07897355495537499
3649763,female,33,Banking,Aquarius,C,13,1,0.5517850891438691,-0.6631217155576962,-0.007203003513755472
3389918,female,37,indUnk,Aquarius,C,19,2,-0.3967460327071024,-0.3516047846115761,-0.014200568466908859
4304458,female,25,indUnk,Sagittarius,B,3,15,-0.13167739526736408,-0.08534084091097834,0.4314558321587342
3429420,male,15,Student,Aquarius,A,34,14,0.18733360547523634,0.37215682076418927,-0.2812804596380186
3389671,male,26,indUnk,Leo,B,35,13,-0.08608915911056308,0.03634110327075231,-0.14043818913071834
649790,female,24,indUnk,Scorpio,B,191,8,-0.6470428270171735,-0.4909029266165205,-0.36595241713438653
3022585,female,27,Education,Aquarius,B,85,7,0.4962630559239996,-0.09831421288422275,-0.18367874406854706
3808902,female,45,indUnk,Sagittarius,C,14,16,-0.40531572495790036,-0.12978473728196863,-0.288493688963794
3176655,male,24,Engineering,Libra,B,119,3,0.6563360093192362,-0.08404986237770691,-0.06320560155585768
3667495,male,15,Science,Libra,A,29,15,-0.027725797511582127,0.17787494961186756,0.2655881427524199
3486574,female,15,Student,Gemini,A,5,14,-0.11603646519779345,-0.10767047670613779,-0.10790888802007738
4275555,female,34,indUnk,Scorpio,C,6,0,-0.07724716484512024,0.03857580814524367,0.05628985106795772
1240631,male,41,Communications-Media,Libra,C,14,4,-0.06971378055861863,0.12442738055822856,-0.0985350683526877
3711014,male,24,BusinessServices,Cancer,B,19,13,0.1862935659140529,0.6330771271778749,0.0430817717131071
3168577,male,23,indUnk,Sagittarius,B,49,4,0.2708088287895217,0.7979859958111113,0.14081767486967028
1550279,male,17,Student,Sagittarius,A,32,9,0.07824777141836721,0.3101982303730497,0.36475602730858936
1916038,female,14,indUnk,Cancer,A,3,6,-0.12136605955778348,-0.13716759540759574,-0.1289463735502048
3568056,male,17,Sports-Recreation,Capricorn,A,75,0,0.030505039295502814,0.31449770272177086,-0.06831045027499327
3359005,male,14,Student,Scorpio,A,46,2,0.14907532345730712,0.40315021314873273,0.38373596464114923
2012853,female,23,indUnk,Libra,B,17,0,-0.12071302205462418,-0.14035088116933636,-0.11450851631712881
4291530,female,23,indUnk,Virgo,B,2,3,0.4626666364154114,0.15809379276618427,-0.01890057211170449
4313749,female,25,indUnk,Taurus,B,6,5,-0.20604386220062512,-0.18575416464084066,0.5230997835221223
3827097,female,15,Arts,Pisces,A,2,10,0.1931457207361974,0.49182718008266507,0.08212760885238893
3369668,male,44,indUnk,Taurus,C,3,0,-0.12107139447023961,-0.13831808581187194,-0.07553924502671247
3960753,female,15,Student,Cancer,A,6,11,-0.014605513207323173,0.25180367574727563,-0.2062222855676703
3644456,male,23,indUnk,Taurus,B,14,8,-0.557993321154796,-0.44230963895757436,-0.08745940743012838
1415200,female,15,Student,Libra,A,131,15,-0.08870814717015942,-0.04673372818396162,0.40525769747099954
3868966,female,27,Education,Gemini,B,1,2,-0.06135832642479265,0.10891181391246539,0.16988469303916912
3544864,female,33,indUnk,Sagittarius,C,1,3,0.05768413530102228,0.32439862935242314,-0.09393183127653724
1932521,female,16,indUnk,Taurus,A,20,6,-0.10712402232498108,-0.07197814375341273,-0.17710287995442367
1238294,female,33,indUnk,Leo,C,10,10,0.4800610409956497,0.36427388772369623,-0.031718665624851705
2435706,male,16,indUnk,Gemini,A,5,0,-0.12477273787115832,-0.15308194402944478,-0.09899140992232254
3309662,male,25,Internet,Aries,B,20,13,-0.09132452724412453,0.11795654138538285,0.18234256361834963
3785178,male,17,Student,Virgo,A,5,2,-0.0689394314321179,0.10985926722002701,-0.137599636429
4036952,male,26,Museums-Libraries,Leo,B,2,4,-0.05820366462113051,0.3559984224803587,-0.17810024264505667
4269654,female,26,Accounting,Aquarius,B,2,1,0.7030933244216682,-0.385739776738338,-0.04528534002481952
2559416,female,15,Student,Aquarius,A,62,8,-0.6377059638564332,-0.4041836371912177,-0.34519528093588553
3931473,female,26,Science,Sagittarius,B,4,0,-0.14499228888969218,-0.1125775708201983,-0.07503877822586902
3647746,male,39,Education,Virgo,C,32,0,0.13268994476166523,0.3897266845557799,0.02973721333267851
3518852,female,15,indUnk,Aries,A,26,12,0.22108962901265958,0.0378982567899678,0.75917466747002
3413825,female,25,Student,Taurus,B,33,9,-0.13132413340189278,-0.1729375552697585,-0.0049993117044486194
4036299,male,23,Student,Sagittarius,B,10,2,-0.47766070894988033,-0.3633871059206381,-0.08539279097003548
4118479,female,24,Banking,Libra,B,3,5,-0.09340705411338576,-0.003207597026484733,0.5384418406079509
3573986,female,14,indUnk,Leo,A,4,9,-0.08885202452559496,-0.06634311642007107,0.6347147832530385
589736,male,35,Technology,Aries,C,2288,0,-0.17200178750396242,0.046299545912075274,-0.29755336131402893
3367100,male,39,Communications-Media,Libra,C,47,16,-0.1354573139542021,-0.1040513210125649,-0.19950372503432437
3698079,female,14,indUnk,Aquarius,A,3,15,-0.16680838612722879,0.01826234795275625,-0.13396021966683708
3297343,female,23,indUnk,Sagittarius,B,3,4,0.011512905799008887,0.293254974376817,-0.20007912182588106
3835942,male,25,indUnk,Taurus,B,7,8,-0.6663608396542873,-0.6011659125845887,-0.12438254215056704
3483063,female,16,indUnk,Sagittarius,A,1,0,0.055463331273461904,0.35501862270078854,-0.1628981412086596
3887270,female,17,Student,Leo,A,37,2,-0.5664744546934689,-0.49269192868883205,-0.25026437388051087
4179573,female,15,Student,Cancer,A,3,7,0.5841163817692292,0.13861728348048905,-0.2551718563839573
4116577,female,36,Student,Gemini,C,1,5,0.03266308624502827,0.19516104198637818,0.8004998430168194
3821963,female,15,Student,Leo,A,17,0,-0.13391379264174016,-0.13546223559013135,-0.13690247915740741
3543234,male,14,indUnk,Scorpio,A,41,2,0.2523801632034938,0.6326573314382522,-0.03276565828297271
3670806,male,14,Student,Pisces,A,6,5,-0.01413414668199853,0.13167347712958302,0.8816293346249674
1330888,female,36,indUnk,Pisces,C,59,1,0.5659629628764242,-0.6528700997395822,-0.04703046445134163
3842905,female,24,indUnk,Aries,B,13,6,-0.1900326520061984,-0.2513192758042335,-0.18313602702479415
3384037,female,17,Student,Scorpio,A,7,14,-0.15417140829561962,0.09179254030110819,-0.34705024142669294
4158617,female,35,indUnk,Gemini,C,13,14,-0.11081898360326163,-0.07707890652113374,-0.1863410678361328
3936869,female,23,indUnk,Aries,B,10,8,-0.6563478944724169,-0.5386738974702847,-0.26347531337835267
1357293,female,25,BusinessServices,Aries,B,22,5,-0.11306542937530403,-0.0952105307337158,0.896105291132099
3316021,male,25,Arts,Aries,B,18,16,-0.10795410562053583,-0.0691364380065889,-0.17345490517122225
3536864,male,14,Student,Leo,A,37,3,0.6215639510226547,-0.042754805878152176,-0.08230992163921715
4063217,female,33,Law,Leo,C,3,4,-0.10268727589299993,0.03011235974125293,-0.16131249772671405
3912317,female,16,indUnk,Leo,A,16,9,-0.03089538030851682,0.29390050720742616,0.12217693088236706
4309190,male,46,Consulting,Gemini,C,7,0,-0.09291103199605293,-0.02985831783856636,-0.08408509610665395
467705,female,25,indUnk,Libra,B,29,0,-0.0786777727833587,0.08515353174998364,-0.08001653708238404
4187211,female,23,Student,Taurus,B,17,15,-0.11847051030923776,-0.13466298576055372,0.07396992283527808
3356291,male,24,BusinessServices,Leo,B,2,5,-0.20003533599906514,-0.2532188794698179,0.7580918160397496
766556,female,34,indUnk,Sagittarius,C,523,9,-0.12580153377547823,-0.1704554035897634,-0.07037243915016053
2181683,male,15,Arts,Cancer,A,11,1,0.5846866276502757,-0.6483837415057513,-0.07214755048675228
4275715,female,34,indUnk,Virgo,C,2,16,-0.0811265011928552,0.0923866290255847,-0.1659527980450122
3538434,female,25,Student,Leo,B,14,8,-0.524210400620183,-0.3879533331973581,-0.04173235836133305
4286349,male,25,Non-Profit,Capricorn,B,1,16,-0.10834430029756595,-0.06195460870873755,-0.1934607287489752
3466141,male,15,Student,Sagittarius,A,9,0,-0.5534900088469139,-0.17502697463776312,-0.44838845213688794
4262796,male,17,indUnk,Aquarius,A,24,0,-0.08252600223268658,0.0574692369181284,-0.12665551488656301
3373204,male,25,Technology,Aries,B,27,8,-0.5069792591496396,-0.5668351950299056,-0.14309311759397697
4222160,male,25,Technology,Aries,B,7,4,-0.16054027664178433,0.14343239344283254,-0.15498062068992202
4013263,female,23,Automotive,Aquarius,B,14,0,-0.13800524516294674,0.013253674515514461,-0.20792662366358047
3395106,female,14,indUnk,Cancer,A,4,11,-0.12040488861699881,-0.13162020160069998,-0.10921238607924608
3839094,female,16,Student,Libra,A,16,1,0.6539981798827327,-0.6701016440410504,-0.038928291682586914
4321554,male,33,Technology,Sagittarius,C,4,3,0.7539119952329774,-0.14337301292198862,-0.03047867617956574
4071938,male,16,BusinessServices,Sagittarius,A,9,13,-0.09245572328154351,0.03337642772709251,0.08719802375890424
1077954,male,26,indUnk,Gemini,B,44,4,-0.13387130255285082,0.14472425588047297,-0.2971510732766225
4082066,female,42,Consulting,Leo,C,9,12,0.050581433784008895,0.12910368830498734,0.9871183524619965
4276611,female,26,indUnk,Libra,B,9,0,-0.13415374736450636,-0.15907087770056164,-0.005595844855461981
4143737,female,14,Student,Capricorn,A,2,10,0.398977212249123,0.22913013042864566,-0.0732037040406424
3566850,female,24,Religion,Capricorn,B,4,6,-0.11515305228250351,-0.10400464144884095,-0.1684375845991848
1233335,male,25,BusinessServices,Sagittarius,B,32,0,-0.09844209015496391,0.11242560014581504,-0.08164080080535428
1103575,female,17,indUnk,Scorpio,A,541,4,-0.020945694601154148,0.595975530467854,-0.13796324489500236
3722833,male,15,Student,Libra,A,2,15,-0.11403565426134749,0.0002031509896270531,0.44350965324667685
3382251,male,26,indUnk,Sagittarius,B,5,0,-0.11831778995477256,-0.14436622115044362,-0.08756789128512199
2821801,female,27,indUnk,Taurus,B,605,14,-0.1434083189677779,-0.1748066707885468,-0.1806563767913354
4181494,male,23,Education,Cancer,B,3,3,0.18166198173601036,0.6308690764144068,-0.14533512294016676
3837231,female,13,indUnk,Libra,A,9,8,-0.22734696492899936,-0.12177753505780077,-0.3313929040621994
4228369,female,24,indUnk,Aries,B,7,11,-0.1274533831284005,-0.14346364493684768,-0.14596692812228618
3839759,female,16,Student,Capricorn,A,4,1,0.570909734017491,-0.6325647423937472,0.009568350922815397
3416559,female,36,Internet,Aries,C,27,0,-0.1687899092223418,-0.13189896104424642,-0.07463409312594899
3305309,male,35,indUnk,Scorpio,C,4,0,-0.11561989595909333,-0.11658076544427892,-0.10677227122490134
3706985,male,16,Student,Cancer,A,2,15,-0.13622592106465964,-0.08961833427103963,0.48065286085849884
1708471,female,17,indUnk,Cancer,A,136,2,-0.008285005894958022,0.1768651268662167,0.34487835720027166
3998465,male,17,indUnk,Gemini,A,2,8,-0.6129709040429444,-0.5955204136171967,-0.14426693729173745
4216005,male,23,Consulting,Taurus,B,2,0,-0.12032408537417798,-0.15786166094435328,-0.07894448378251344
3765885,female,24,Technology,Leo,B,18,0,-0.12135760731886779,-0.1070943966074125,-0.14298098804386128
4226535,male,42,Religion,Aries,C,5,9,-0.16362335673310688,-0.1987225449791467,0.14710903399278893
4023160,female,15,indUnk,Aquarius,A,11,4,0.026519226762012998,0.634213502829778,-0.13578774843384145
3817025,female,26,indUnk,Aquarius,B,11,3,0.33551506796268615,0.35126635513514515,-0.12524239642514481
4192943,male,15,Sports-Recreation,Taurus,A,2,9,-0.13142934648344712,-0.18286874091004252,-0.08756174139369008
883178,male,36,Fashion,Aries,C,1616,7,0.47603483106300454,-0.054954767002005266,-0.20625589577295833
559410,female,38,Internet,Sagittarius,C,46,6,-0.12307532640422496,-0.13723835670392312,-0.15326964639110555
4174812,male,23,Student,Aries,B,2,5,-0.062689571038218,0.006869004318465582,0.9855527827725774
2635745,female,15,Student,Pisces,A,73,4,0.436305377159905,0.4456561264712947,-0.21764950181364065
4305651,male,24,Student,Gemini,B,2,3,0.59944139758791,-0.1808786529680383,-0.16057335391752883
4088616,female,43,Arts,Aries,C,6,4,0.053675108867333836,0.46469088938345166,-0.12323757988209945
4175778,female,24,indUnk,Aries,B,4,15,-0.0844442650039642,-0.030785188967496407,1.0417149220414792
4108942,male,17,indUnk,Sagittarius,A,14,2,-0.07458015185326826,0.1700633529683766,0.030345250821390467
3502320,female,41,indUnk,Gemini,C,6,11,-0.13366538842599954,-0.08004183252377103,-0.18677844370627333
3543191,male,14,Student,Libra,A,9,0,-0.07111881555791237,0.059627842066443545,-0.0986056857206752
4166613,male,17,indUnk,Libra,A,3,1,0.6401514636034746,-0.6013576064821451,-0.0018398865188081607
3370336,female,23,indUnk,Scorpio,B,3,3,0.26413914863732013,0.5687966726482626,-0.09038046457434436
4160371,female,17,Student,Scorpio,A,3,4,-0.08533262805516077,0.015340300297982078,-0.12159847490780401
3907370,male,26,Sports-Recreation,Leo,B,3,8,-0.6029854515246614,-0.46082187493073956,-0.051237175413924675
3468570,male,17,Student,Cancer,A,26,15,-0.12358747601746141,-0.1371291869302593,0.20699200124536465
4187809,female,25,Communications-Media,Pisces,B,22,8,-0.24989525577125551,-0.25847902151811103,0.15868005523714504
3883829,female,35,Publishing,Scorpio,C,4,4,0.39401899292061116,0.5733687594444848,-0.2375579389431233
3545557,female,16,indUnk,Sagittarius,A,3,10,0.5655778667991052,0.11363256199745078,-0.10835891638463527
4286351,male,16,indUnk,Gemini,A,13,4,-0.05948628879902265,0.1145748693606921,-0.06868728936393996
3412421,male,23,Technology,Sagittarius,B,15,4,0.06448521025536345,0.5612369067971256,-0.05938390916341164
4000416,male,26,Science,Scorpio,B,30,5,-0.4803053093032399,-0.4063053312468184,-0.15076730466849997
3050485,male,27,Education,Aries,B,13,1,0.5718447360013145,-0.45587442916711535,0.09279104563485535
3696098,female,17,Student,Aries,A,4,4,0.0179177142719324,0.349572708491606,-0.13866848040067045
3294430,male,26,Education,Libra,B,25,15,0.004455922286306739,0.44571083718197835,0.22270135274939265
3724380,female,27,Law,Pisces,B,8,8,-0.41221985971363617,-0.5133580206968031,-0.16794718249447615
